"Accession","chrm","region","locus_tag","gene","start_end_strand","excluded_from_cluster","cluster"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009319--FSPOR_6089","3249_Z11__g009319--FSPOR_6089","complement(96134..97360)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009390--FGSG_08313..FSPOR_10989","3249_Z11__g009390--FGSG_08313..FSPOR_10989","complement(6365..8102)","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"UBC6","3249_Z11__g009391--FGSG_08314..FSPOR_10990","8623..9532","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009392--FGSG_08315..FSPOR_10991","3249_Z11__g009392--FGSG_08315..FSPOR_10991","10710..13313","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009393--FGSG_08316..FSPOR_10992","3249_Z11__g009393--FGSG_08316..FSPOR_10992","14684..16445","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009394--FGSG_08317..FSPOR_10993","3249_Z11__g009394--FGSG_08317..FSPOR_10993","complement(16811..17893)","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009395--FGSG_08318..FSPOR_10994","3249_Z11__g009395--FGSG_08318..FSPOR_10994","18587..19768","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009396--FGSG_13394..FSPOR_10995","3249_Z11__g009396--FGSG_13394..FSPOR_10995","complement(20001..23746)","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009397--FGSG_08320..FSPOR_10996","3249_Z11__g009397--FGSG_08320..FSPOR_10996","26486..28111","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009398--FGSG_08323..FSPOR_10998","3249_Z11__g009398--FGSG_08323..FSPOR_10998","35180..35728","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z11_len1352086",4,"3249_Z11__g009399--FGSG_08324..FSPOR_10999","3249_Z11__g009399--FGSG_08324..FSPOR_10999","37154..38167","no","3249_Z11_len1352086.region004"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009511--FGSG_06468..FSPOR_384","3249_Z12__g009511--FGSG_06468..FSPOR_384","complement(1527..3196)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009512--FGSG_06466..FSPOR_385","3249_Z12__g009512--FGSG_06466..FSPOR_385","9151..9924","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009513--FGSG_06465..FSPOR_386","3249_Z12__g009513--FGSG_06465..FSPOR_386","complement(10112..11204)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009514--FGSG_06464..FSPOR_387","3249_Z12__g009514--FGSG_06464..FSPOR_387","15051..16659","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009515--FGSG_06463..FSPOR_388","3249_Z12__g009515--FGSG_06463..FSPOR_388","17537..19575","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009516--FGSG_06462..FSPOR_389","3249_Z12__g009516--FGSG_06462..FSPOR_389","complement(20001..25043)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009517--FGSG_06480..FSPOR_401","3249_Z12__g009517--FGSG_06480..FSPOR_401","complement(28672..29736)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009518--FGSG_12927..FSPOR_400","3249_Z12__g009518--FGSG_12927..FSPOR_400","complement(31468..32675)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009519--FGSG_06482..FSPOR_399","3249_Z12__g009519--FGSG_06482..FSPOR_399","complement(33621..34721)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009520--FGSG_06483..FSPOR_398","3249_Z12__g009520--FGSG_06483..FSPOR_398","complement(37628..38188)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009521--FGSG_06484..FSPOR_397","3249_Z12__g009521--FGSG_06484..FSPOR_397","complement(39830..41311)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009522--FSPOR_396","3249_Z12__g009522--FSPOR_396","42363..43371","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",1,"3249_Z12__g009523--FGSG_11457..FSPOR_395","3249_Z12__g009523--FGSG_11457..FSPOR_395","complement(43825..44210)","no","3249_Z12_len1307721.region001"
"NRRL3249","3249_Z12_len1307721",2,"3249_Z12__g009550--FGSG_06501..FSPOR_3294","3249_Z12__g009550--FGSG_06501..FSPOR_3294","complement(342..1958)","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"rio1","3249_Z12__g009551--FGSG_06502..FSPOR_3293","3810..5538","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"3249_Z12__g009552--FGSG_06503..FSPOR_3292","3249_Z12__g009552--FGSG_06503..FSPOR_3292","complement(6368..9029)","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"3249_Z12__g009553--FGSG_06504..FSPOR_3291","3249_Z12__g009553--FGSG_06504..FSPOR_3291","10170..14383","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"3249_Z12__g009554--FGSG_06505..FSPOR_3290","3249_Z12__g009554--FGSG_06505..FSPOR_3290","complement(14901..15731)","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"3249_Z12__g009555--FGSG_06506..FSPOR_3289","3249_Z12__g009555--FGSG_06506..FSPOR_3289","complement(17136..18068)","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"3249_Z12__g009556--FGSG_06507..FSPOR_3288","3249_Z12__g009556--FGSG_06507..FSPOR_3288","complement(20001..23849)","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"LYP1_1","3249_Z12__g009557--FGSG_06508..FSPOR_3287","complement(27120..28667)","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"PNS1","3249_Z12__g009558--FGSG_06509..FSPOR_3286","33930..35578","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"ATG17","3249_Z12__g009559--FGSG_06510..FSPOR_3285","complement(36105..37725)","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",2,"3249_Z12__g009560--FGSG_06511..FSPOR_3284","3249_Z12__g009560--FGSG_06511..FSPOR_3284","complement(38551..41498)","no","3249_Z12_len1307721.region002"
"NRRL3249","3249_Z12_len1307721",3,"3249_Z12__g009674--FGSG_12950..FSPOR_631","3249_Z12__g009674--FGSG_12950..FSPOR_631","complement(238..1323)","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"BIM1","3249_Z12__g009675--FGSG_06627..FSPOR_632","complement(2752..3795)","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"DRS1","3249_Z12__g009676--FGSG_06628..FSPOR_633","4394..6830","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"3249_Z12__g009677--FGSG_06629..FSPOR_634","3249_Z12__g009677--FGSG_06629..FSPOR_634","complement(7244..7938)","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"LEU4","3249_Z12__g009678--FGSG_12952..FSPOR_635","complement(10001..11956)","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"3249_Z12__g009679--FGSG_06630..FSPOR_636","3249_Z12__g009679--FGSG_06630..FSPOR_636","13611..16031","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"3249_Z12__g009680","3249_Z12__g009680","16218..16299","yes","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"3249_Z12__g009681--FGSG_06631..FSPOR_637","3249_Z12__g009681--FGSG_06631..FSPOR_637","complement(16668..22479)","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"3249_Z12__g009682--FGSG_06632..FSPOR_638","3249_Z12__g009682--FGSG_06632..FSPOR_638","24401..26695","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"PDE1","3249_Z12__g009683--FGSG_06633..FSPOR_639","28832..30614","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z12_len1307721",3,"3249_Z12__g009684--FGSG_06634..FSPOR_640","3249_Z12__g009684--FGSG_06634..FSPOR_640","complement(30928..31791)","no","3249_Z12_len1307721.region003"
"NRRL3249","3249_Z14_len1152104",1,"3249_Z14__g010277--FSPOR_5252","3249_Z14__g010277--FSPOR_5252","complement(1213..2688)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"3249_Z14__g010278--FSPOR_5253","3249_Z14__g010278--FSPOR_5253","complement(4273..6023)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"3249_Z14__g010279--FGSG_04704..FSPOR_5254","3249_Z14__g010279--FGSG_04704..FSPOR_5254","complement(7843..8651)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"3249_Z14__g010280","3249_Z14__g010280","complement(10565..11828)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"3249_Z14__g010281--FGSG_08009..FSPOR_5255","3249_Z14__g010281--FGSG_08009..FSPOR_5255","complement(12760..14218)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"3249_Z14__g010282--FGSG_13458..FSPOR_5256","3249_Z14__g010282--FGSG_13458..FSPOR_5256","15183..16845","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"AMD2","3249_Z14__g010283--FSPOR_5257","17790..19801","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"APF1","3249_Z14__g010284--FSPOR_5258","complement(20001..35435)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"APF11","3249_Z14__g010285--FSPOR_5259","36142..38125","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"3249_Z14__g010286--FSPOR_5260","3249_Z14__g010286--FSPOR_5260","38576..39328","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"APF9","3249_Z14__g010287--FSPOR_5261","complement(40126..41999)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"APF8","3249_Z14__g010288","complement(43116..43563)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"APF7","3249_Z14__g010289--FSPOR_5262","45354..46404","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"APF6","3249_Z14__g010290--FSPOR_5263","complement(46600..47826)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",1,"APF12","3249_Z14__g010291--FSPOR_5264","complement(48677..50782)","no","3249_Z14_len1152104.region001"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010342--FSPOR_6469","3249_Z14__g010342--FSPOR_6469","complement(5376..6097)","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010343--FGSG_10700..FSPOR_6468","3249_Z14__g010343--FGSG_10700..FSPOR_6468","complement(7957..9938)","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010344--FGSG_13809..FSPOR_6467","3249_Z14__g010344--FGSG_13809..FSPOR_6467","11238..13268","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010345--FGSG_10702..FSPOR_6465","3249_Z14__g010345--FGSG_10702..FSPOR_6465","20001..23207","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010346","3249_Z14__g010346","complement(26051..27550)","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010347","3249_Z14__g010347","complement(29445..29984)","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010348","3249_Z14__g010348","32084..33115","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010349","3249_Z14__g010349","33698..34783","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010350","3249_Z14__g010350","complement(35413..35846)","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010351--FGSG_11645..FSPOR_6460","3249_Z14__g010351--FGSG_11645..FSPOR_6460","37502..39538","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",2,"3249_Z14__g010352--FSPOR_6459","3249_Z14__g010352--FSPOR_6459","complement(40611..41740)","no","3249_Z14_len1152104.region002"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010471--FSPOR_8551","3249_Z14__g010471--FSPOR_8551","209..892","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010472--FGSG_10332..FSPOR_8552","3249_Z14__g010472--FGSG_10332..FSPOR_8552","complement(1031..1885)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010473--FGSG_10331..FSPOR_8553","3249_Z14__g010473--FGSG_10331..FSPOR_8553","complement(2760..3900)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010474--FGSG_10330..FSPOR_8554","3249_Z14__g010474--FGSG_10330..FSPOR_8554","4627..5972","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010475--FGSG_13740..FSPOR_8555","3249_Z14__g010475--FGSG_13740..FSPOR_8555","6812..7772","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010476--FGSG_13739..FSPOR_8556","3249_Z14__g010476--FGSG_13739..FSPOR_8556","9951..11057","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010477--FGSG_09099..FSPOR_8557","3249_Z14__g010477--FGSG_09099..FSPOR_8557","complement(11625..13248)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010478--FSPOR_8559","3249_Z14__g010478--FSPOR_8559","complement(15468..16498)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010479--FSPOR_8560","3249_Z14__g010479--FSPOR_8560","complement(17635..19268)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010480--FSPOR_8561","3249_Z14__g010480--FSPOR_8561","20001..23757","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010481--FSPOR_8562","3249_Z14__g010481--FSPOR_8562","complement(24993..26417)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010482--FSPOR_8563","3249_Z14__g010482--FSPOR_8563","complement(27684..28394)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010483--FSPOR_8565","3249_Z14__g010483--FSPOR_8565","31151..31642","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010484--FSPOR_8566","3249_Z14__g010484--FSPOR_8566","32582..33355","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010485--FSPOR_8567","3249_Z14__g010485--FSPOR_8567","complement(34341..34782)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010486--FSPOR_8568","3249_Z14__g010486--FSPOR_8568","complement(36993..37415)","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z14_len1152104",3,"3249_Z14__g010487--FSPOR_8569","3249_Z14__g010487--FSPOR_8569","40594..41705","no","3249_Z14_len1152104.region003"
"NRRL3249","3249_Z15_len981733",1,"GUT2","3249_Z15__g010629--FGSG_03249..FSPOR_5879","1922..4032","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010630--FGSG_03250..FSPOR_5880","3249_Z15__g010630--FGSG_03250..FSPOR_5880","6037..7460","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010631--FGSG_03251..FSPOR_5881","3249_Z15__g010631--FGSG_03251..FSPOR_5881","complement(7966..8967)","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010632--FGSG_03252..FSPOR_5882","3249_Z15__g010632--FGSG_03252..FSPOR_5882","12123..16130","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010633--FGSG_03255..FSPOR_5883","3249_Z15__g010633--FGSG_03255..FSPOR_5883","complement(16484..17527)","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010634--FGSG_03256..FSPOR_5884","3249_Z15__g010634--FGSG_03256..FSPOR_5884","complement(18360..19264)","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010635--FGSG_03257..FSPOR_5885","3249_Z15__g010635--FGSG_03257..FSPOR_5885","20001..22933","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010636--FGSG_03258..FSPOR_5886","3249_Z15__g010636--FGSG_03258..FSPOR_5886","23329..24355","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010637--FGSG_03259..FSPOR_5887","3249_Z15__g010637--FGSG_03259..FSPOR_5887","25077..26417","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010638--FGSG_03260..FSPOR_5888","3249_Z15__g010638--FGSG_03260..FSPOR_5888","26769..28450","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010639--FGSG_03261..FSPOR_5889","3249_Z15__g010639--FGSG_03261..FSPOR_5889","complement(28674..30159)","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010640--FGSG_03262..FSPOR_5890","3249_Z15__g010640--FGSG_03262..FSPOR_5890","31711..32760","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010641--FGSG_03263..FSPOR_5891","3249_Z15__g010641--FGSG_03263..FSPOR_5891","33310..34863","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010642--FGSG_03264..FSPOR_5892","3249_Z15__g010642--FGSG_03264..FSPOR_5892","36685..37842","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010643--FGSG_03265..FSPOR_5893","3249_Z15__g010643--FGSG_03265..FSPOR_5893","40144..41414","no","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",1,"3249_Z15__g010644","3249_Z15__g010644","42627..42724","yes","3249_Z15_len981733.region001"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010710--FGSG_03330..FSPOR_5956","3249_Z15__g010710--FGSG_03330..FSPOR_5956","complement(1008..2556)","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010711","3249_Z15__g010711","2960..3031","yes","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010712--FGSG_03332..FSPOR_9266","3249_Z15__g010712--FGSG_03332..FSPOR_9266","4485..5889","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010713--FGSG_03333..FSPOR_9267","3249_Z15__g010713--FGSG_03333..FSPOR_9267","6679..7773","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010714--FGSG_03334..FSPOR_11523","3249_Z15__g010714--FGSG_03334..FSPOR_11523","complement(8062..8602)","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010715--FGSG_03337..FSPOR_11522","3249_Z15__g010715--FGSG_03337..FSPOR_11522","11746..12825","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010716--FGSG_03338..FSPOR_3727","3249_Z15__g010716--FGSG_03338..FSPOR_3727","14251..14759","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010717--FGSG_03339..FSPOR_3726","3249_Z15__g010717--FGSG_03339..FSPOR_3726","17084..17583","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"GPY1","3249_Z15__g010718--FGSG_03340..FSPOR_3725","20001..28494","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010719--FGSG_03342..FSPOR_3723","3249_Z15__g010719--FGSG_03342..FSPOR_3723","32481..33446","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010720--FGSG_03343..FSPOR_3722","3249_Z15__g010720--FGSG_03343..FSPOR_3722","34065..37444","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010721--FGSG_03344..FSPOR_3721","3249_Z15__g010721--FGSG_03344..FSPOR_3721","38298..39567","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010722--FGSG_03345..FSPOR_3720","3249_Z15__g010722--FGSG_03345..FSPOR_3720","complement(39796..41675)","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z15_len981733",2,"3249_Z15__g010723--FGSG_03346..FSPOR_3719","3249_Z15__g010723--FGSG_03346..FSPOR_3719","42509..44299","no","3249_Z15_len981733.region002"
"NRRL3249","3249_Z17_len805405",1,"3249_Z17__g011248--FGSG_10101..FSPOR_2740","3249_Z17__g011248--FGSG_10101..FSPOR_2740","1253..2513","no","3249_Z17_len805405.region001"
"NRRL3249","3249_Z17_len805405",1,"3249_Z17__g011249--FGSG_10100..FSPOR_2741","3249_Z17__g011249--FGSG_10100..FSPOR_2741","complement(2828..3811)","no","3249_Z17_len805405.region001"
"NRRL3249","3249_Z17_len805405",1,"3249_Z17__g011250","3249_Z17__g011250","complement(5048..5831)","no","3249_Z17_len805405.region001"
"NRRL3249","3249_Z17_len805405",1,"3249_Z17__g011251--FGSG_10098..FSPOR_2742","3249_Z17__g011251--FGSG_10098..FSPOR_2742","complement(6029..7798)","no","3249_Z17_len805405.region001"
"NRRL3249","3249_Z17_len805405",1,"BTS1","3249_Z17__g011252--FGSG_10097..FSPOR_2743","10001..11251","no","3249_Z17_len805405.region001"
"NRRL3249","3249_Z17_len805405",1,"PEX29","3249_Z17__g011253--FGSG_10096..FSPOR_2744","complement(11649..13213)","no","3249_Z17_len805405.region001"
"NRRL3249","3249_Z17_len805405",1,"POM1","3249_Z17__g011254--FGSG_10095..FSPOR_2745","16566..20448","no","3249_Z17_len805405.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011558--FGSG_08374..FSPOR_3531","3249_Z19__g011558--FGSG_08374..FSPOR_3531","5592..6350","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011559","3249_Z19__g011559","6642..6723","yes","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011560--FSPOR_3530","3249_Z19__g011560--FSPOR_3530","7325..7738","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011561","3249_Z19__g011561","complement(8754..8835)","yes","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"MIC33_2","3249_Z19__g011562--FGSG_08375..FSPOR_3529","complement(9367..10814)","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011563--FGSG_08376..FSPOR_3528","3249_Z19__g011563--FGSG_08376..FSPOR_3528","15541..17001","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011564--FGSG_08377..FSPOR_3527","3249_Z19__g011564--FGSG_08377..FSPOR_3527","complement(17071..18669)","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011565--FGSG_08378..FSPOR_3526","3249_Z19__g011565--FGSG_08378..FSPOR_3526","20001..21479","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011566--FGSG_08380..FSPOR_3525","3249_Z19__g011566--FGSG_08380..FSPOR_3525","24945..27846","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"BFR2","3249_Z19__g011567--FGSG_08381..FSPOR_3523","complement(28774..30450)","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011568--FGSG_08382..FSPOR_3522","3249_Z19__g011568--FGSG_08382..FSPOR_3522","30835..31936","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011569--FGSG_08383..FSPOR_3521","3249_Z19__g011569--FGSG_08383..FSPOR_3521","complement(32296..33251)","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011570--FGSG_08384..FSPOR_3520","3249_Z19__g011570--FGSG_08384..FSPOR_3520","35401..37182","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"3249_Z19__g011571--FGSG_08385..FSPOR_3519","3249_Z19__g011571--FGSG_08385..FSPOR_3519","complement(37520..39643)","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z19_len557454",1,"CYC3","3249_Z19__g011572--FGSG_08386..FSPOR_3518","40311..41374","no","3249_Z19_len557454.region001"
"NRRL3249","3249_Z2_len3401109",1,"3249_Z2__g001642--FGSG_00031..FSPOR_8893","3249_Z2__g001642--FGSG_00031..FSPOR_8893","1536..5365","no","3249_Z2_len3401109.region001"
"NRRL3249","3249_Z2_len3401109",1,"3249_Z2__g001643","3249_Z2__g001643","complement(7516..8316)","no","3249_Z2_len3401109.region001"
"NRRL3249","3249_Z2_len3401109",1,"3249_Z2__g001644","3249_Z2__g001644","complement(13103..14179)","no","3249_Z2_len3401109.region001"
"NRRL3249","3249_Z2_len3401109",1,"3249_Z2__g001645--FSPOR_8888","3249_Z2__g001645--FSPOR_8888","18789..19367","no","3249_Z2_len3401109.region001"
"NRRL3249","3249_Z2_len3401109",1,"3249_Z2__g001646--FSPOR_8887","3249_Z2__g001646--FSPOR_8887","complement(20001..22166)","no","3249_Z2_len3401109.region001"
"NRRL3249","3249_Z2_len3401109",1,"3249_Z2__g001647--FSPOR_8886","3249_Z2__g001647--FSPOR_8886","24901..27378","no","3249_Z2_len3401109.region001"
"NRRL3249","3249_Z2_len3401109",1,"3249_Z2__g001648--FSPOR_8885","3249_Z2__g001648--FSPOR_8885","29109..30187","no","3249_Z2_len3401109.region001"
