"Accession","chrm","region","locus_tag","gene","start_end_strand","excluded_from_cluster","cluster"
"NRRL6477","6477_Z11_len1542866",3,"6477_Z11__g009315--FSPOR_4518","6477_Z11__g009315--FSPOR_4518","13567..13985","no","6477_Z11_len1542866.region003"
"NRRL6477","6477_Z11_len1542866",3,"6477_Z11__g009316--FGSG_10653..FSPOR_4519","6477_Z11__g009316--FGSG_10653..FSPOR_4519","18461..19402","no","6477_Z11_len1542866.region003"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009333--FGSG_10674..FSPOR_4531","6477_Z11__g009333--FGSG_10674..FSPOR_4531","complement(485..1945)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009334--FGSG_10673..FSPOR_4532","6477_Z11__g009334--FGSG_10673..FSPOR_4532","complement(2786..4343)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009335--FGSG_10672..FSPOR_4533","6477_Z11__g009335--FGSG_10672..FSPOR_4533","complement(5133..5744)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"LEU2","6477_Z11__g009336--FGSG_10671..FSPOR_4534","6213..7364","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009337--FGSG_10670..FSPOR_4535","6477_Z11__g009337--FGSG_10670..FSPOR_4535","complement(7475..8539)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009338--FGSG_10669..FSPOR_4536","6477_Z11__g009338--FGSG_10669..FSPOR_4536","complement(9353..11255)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009339--FGSG_02399..FSPOR_4537","6477_Z11__g009339--FGSG_02399..FSPOR_4537","complement(12069..13789)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009340","6477_Z11__g009340","complement(14503..15736)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009341--FGSG_02394..FSPOR_4542","6477_Z11__g009341--FGSG_02394..FSPOR_4542","20001..22481","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009342--FSPOR_10228","6477_Z11__g009342--FSPOR_10228","complement(25307..28218)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009343--FSPOR_10229","6477_Z11__g009343--FSPOR_10229","29064..30941","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009344--FSPOR_10231","6477_Z11__g009344--FSPOR_10231","33920..35481","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009345--FSPOR_10232","6477_Z11__g009345--FSPOR_10232","36377..38184","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009346--FSPOR_10233","6477_Z11__g009346--FSPOR_10233","complement(41790..43318)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009347--FSPOR_10234","6477_Z11__g009347--FSPOR_10234","43873..45240","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009348--FSPOR_10235","6477_Z11__g009348--FSPOR_10235","complement(45743..47139)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009349--FSPOR_10236","6477_Z11__g009349--FSPOR_10236","47606..49394","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009350--FGSG_02882..FSPOR_10237","6477_Z11__g009350--FGSG_02882..FSPOR_10237","complement(51642..55166)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009351--FGSG_12207..FSPOR_10238","6477_Z11__g009351--FGSG_12207..FSPOR_10238","complement(56599..56870)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009352--FGSG_04662..FSPOR_10239","6477_Z11__g009352--FGSG_04662..FSPOR_10239","57545..58495","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009353--FSPOR_10240","6477_Z11__g009353--FSPOR_10240","complement(58853..60187)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009354--FSPOR_10241","6477_Z11__g009354--FSPOR_10241","60893..62585","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009355--FSPOR_10243","6477_Z11__g009355--FSPOR_10243","66540..67931","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009356","6477_Z11__g009356","complement(68691..71526)","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009357","6477_Z11__g009357","71725..73120","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009358--FSPOR_10250","6477_Z11__g009358--FSPOR_10250","73124..75356","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009359--FGSG_03946..FSPOR_10248","6477_Z11__g009359--FGSG_03946..FSPOR_10248","79030..79450","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009360--FGSG_10634..FSPOR_9953","6477_Z11__g009360--FGSG_10634..FSPOR_9953","81350..82145","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009361--FSPOR_11962","6477_Z11__g009361--FSPOR_11962","83559..84335","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z11_len1542866",4,"6477_Z11__g009362","6477_Z11__g009362","84962..85303","no","6477_Z11_len1542866.region004"
"NRRL6477","6477_Z12_len1519656",1,"6477_Z12__g009363--FSPOR_10061","6477_Z12__g009363--FSPOR_10061","complement(2715..11036)","no","6477_Z12_len1519656.region001"
"NRRL6477","6477_Z12_len1519656",1,"MT1_2","6477_Z12__g009364--FSPOR_10059","16055..17740","no","6477_Z12_len1519656.region001"
"NRRL6477","6477_Z12_len1519656",1,"6477_Z12__g009365--FGSG_08005..FSPOR_10058","6477_Z12__g009365--FGSG_08005..FSPOR_10058","19528..20423","no","6477_Z12_len1519656.region001"
"NRRL6477","6477_Z12_len1519656",1,"6477_Z12__g009366--FSPOR_10057","6477_Z12__g009366--FSPOR_10057","complement(20853..21326)","no","6477_Z12_len1519656.region001"
"NRRL6477","6477_Z12_len1519656",1,"6477_Z12__g009367--FSPOR_10056","6477_Z12__g009367--FSPOR_10056","21939..23543","no","6477_Z12_len1519656.region001"
"NRRL6477","6477_Z12_len1519656",1,"6477_Z12__g009368--FSPOR_10055","6477_Z12__g009368--FSPOR_10055","complement(24371..26242)","no","6477_Z12_len1519656.region001"
"NRRL6477","6477_Z12_len1519656",1,"6477_Z12__g009369--FSPOR_10054","6477_Z12__g009369--FSPOR_10054","28119..30068","no","6477_Z12_len1519656.region001"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009487--FGSG_11405..FSPOR_8227","6477_Z12__g009487--FGSG_11405..FSPOR_8227","complement(785..2083)","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009488--FGSG_13967..FSPOR_8226","6477_Z12__g009488--FGSG_13967..FSPOR_8226","4785..5171","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009489--FGSG_11401..FSPOR_8225","6477_Z12__g009489--FGSG_11401..FSPOR_8225","complement(6503..7096)","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009490","6477_Z12__g009490","8385..8468","yes","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009491--FGSG_11400..FSPOR_8224","6477_Z12__g009491--FGSG_11400..FSPOR_8224","8689..9774","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"CHRY5","6477_Z12__g009492--FGSG_11399..FSPOR_8223","10951..12735","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"CHRY4","6477_Z12__g009493--FGSG_11398..FSPOR_8222","complement(13223..14008)","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"CHRY3","6477_Z12__g009494--FGSG_11397..FSPOR_8221","14717..15901","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"CHRY2","6477_Z12__g009495--FGSG_11396..FSPOR_8220","complement(16127..18413)","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"CHRY1","6477_Z12__g009496--FGSG_11395..FSPOR_8219","20001..27271","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"CHRY6","6477_Z12__g009497--FGSG_11394..FSPOR_8218","27572..28392","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009498--FGSG_11393..FSPOR_8217","6477_Z12__g009498--FGSG_11393..FSPOR_8217","complement(28668..29324)","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009499","6477_Z12__g009499","complement(30181..30266)","yes","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009500--FGSG_11391..FSPOR_8216","6477_Z12__g009500--FGSG_11391..FSPOR_8216","complement(30639..32957)","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009501--FGSG_13971..FSPOR_8215","6477_Z12__g009501--FGSG_13971..FSPOR_8215","35399..36610","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009502","6477_Z12__g009502","39340..39438","yes","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009503","6477_Z12__g009503","40281..40352","yes","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009504--FGSG_11389..FSPOR_11717","6477_Z12__g009504--FGSG_11389..FSPOR_11717","complement(40644..42394)","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009505","6477_Z12__g009505","43331..44205","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",2,"6477_Z12__g009506--FGSG_11388..FSPOR_11718","6477_Z12__g009506--FGSG_11388..FSPOR_11718","45417..46700","no","6477_Z12_len1519656.region002"
"NRRL6477","6477_Z12_len1519656",3,"6477_Z12__g009581--FGSG_11316..FSPOR_9120","6477_Z12__g009581--FGSG_11316..FSPOR_9120","536..1786","no","6477_Z12_len1519656.region003"
"NRRL6477","6477_Z12_len1519656",3,"6477_Z12__g009582","6477_Z12__g009582","2011..2567","no","6477_Z12_len1519656.region003"
"NRRL6477","6477_Z12_len1519656",3,"6477_Z12__g009583--FGSG_11326..FSPOR_9121","6477_Z12__g009583--FGSG_11326..FSPOR_9121","complement(6841..8642)","no","6477_Z12_len1519656.region003"
"NRRL6477","6477_Z12_len1519656",3,"6477_Z12__g009584","6477_Z12__g009584","9591..9672","yes","6477_Z12_len1519656.region003"
"NRRL6477","6477_Z12_len1519656",3,"6477_Z12__g009585--FGSG_11327..FSPOR_9122","6477_Z12__g009585--FGSG_11327..FSPOR_9122","complement(10001..11670)","no","6477_Z12_len1519656.region003"
"NRRL6477","6477_Z12_len1519656",3,"6477_Z12__g009586--FGSG_11328..FSPOR_9123","6477_Z12__g009586--FGSG_11328..FSPOR_9123","13051..14097","no","6477_Z12_len1519656.region003"
"NRRL6477","6477_Z12_len1519656",3,"6477_Z12__g009587--FGSG_11329..FSPOR_9124","6477_Z12__g009587--FGSG_11329..FSPOR_9124","18396..18932","no","6477_Z12_len1519656.region003"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009845--FGSG_11056..FSPOR_4647","6477_Z12__g009845--FGSG_11056..FSPOR_4647","764..1939","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009846--FGSG_11055..FSPOR_4646","6477_Z12__g009846--FGSG_11055..FSPOR_4646","2201..3880","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"LYS1","6477_Z12__g009847--FGSG_11054..FSPOR_4645","5513..6841","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009848--FGSG_11022..FSPOR_4644","6477_Z12__g009848--FGSG_11022..FSPOR_4644","complement(7210..8344)","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009849--FGSG_11023..FSPOR_4643","6477_Z12__g009849--FGSG_11023..FSPOR_4643","8795..9458","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009850","6477_Z12__g009850","10012..10083","yes","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009851","6477_Z12__g009851","complement(10297..10768)","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009852--FGSG_11024..FSPOR_4642","6477_Z12__g009852--FGSG_11024..FSPOR_4642","complement(10856..11953)","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009853--FSPOR_4641","6477_Z12__g009853--FSPOR_4641","13118..16320","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"TRI15","6477_Z12__g009854--FGSG_11025..FSPOR_4639","complement(17416..18372)","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009855","6477_Z12__g009855","complement(19539..19635)","yes","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009856--FGSG_11026..FSPOR_4638","6477_Z12__g009856--FGSG_11026..FSPOR_4638","complement(20001..34315)","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009857--FGSG_11027..FSPOR_4637","6477_Z12__g009857--FGSG_11027..FSPOR_4637","complement(34953..36236)","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009858--FGSG_11028..FSPOR_4636","6477_Z12__g009858--FGSG_11028..FSPOR_4636","37209..41408","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009859--FGSG_11029..FSPOR_4635","6477_Z12__g009859--FGSG_11029..FSPOR_4635","42630..44549","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009860--FGSG_11030..FSPOR_4634","6477_Z12__g009860--FGSG_11030..FSPOR_4634","46622..47434","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009861--FGSG_11031..FSPOR_4633","6477_Z12__g009861--FGSG_11031..FSPOR_4633","49804..50436","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",4,"6477_Z12__g009862--FGSG_13866..FSPOR_4632","6477_Z12__g009862--FGSG_13866..FSPOR_4632","complement(51172..52826)","no","6477_Z12_len1519656.region004"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009893--FGSG_11000..FSPOR_4599","6477_Z12__g009893--FGSG_11000..FSPOR_4599","complement(2127..2741)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009894--FGSG_10999..FSPOR_4598","6477_Z12__g009894--FGSG_10999..FSPOR_4598","complement(3414..4219)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009895--FGSG_10998..FSPOR_4597","6477_Z12__g009895--FGSG_10998..FSPOR_4597","complement(6135..7728)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009896--FGSG_10996..FSPOR_4596","6477_Z12__g009896--FGSG_10996..FSPOR_4596","9407..11433","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009897--FSPOR_4595","6477_Z12__g009897--FSPOR_4595","complement(11595..12707)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009898--FGSG_10460..FSPOR_4593","6477_Z12__g009898--FGSG_10460..FSPOR_4593","complement(17613..18728)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009899--FSPOR_4592","6477_Z12__g009899--FSPOR_4592","20001..31934","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009900","6477_Z12__g009900","complement(32661..33210)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009901--FSPOR_4590","6477_Z12__g009901--FSPOR_4590","complement(34772..35746)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009902--FSPOR_4589","6477_Z12__g009902--FSPOR_4589","36220..37850","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009903--FGSG_10983..FSPOR_4588","6477_Z12__g009903--FGSG_10983..FSPOR_4588","complement(38005..39452)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009904--FGSG_10982..FSPOR_4587","6477_Z12__g009904--FGSG_10982..FSPOR_4587","complement(41424..43766)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009905--FGSG_13880..FSPOR_4586","6477_Z12__g009905--FGSG_13880..FSPOR_4586","complement(44290..45261)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009906--FGSG_13881..FSPOR_4585","6477_Z12__g009906--FGSG_13881..FSPOR_4585","complement(45529..47142)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z12_len1519656",5,"6477_Z12__g009907","6477_Z12__g009907","complement(47411..49068)","no","6477_Z12_len1519656.region005"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010038--FGSG_06468..FSPOR_384","6477_Z13__g010038--FGSG_06468..FSPOR_384","complement(1614..3283)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010039","6477_Z13__g010039","7675..8166","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010040--FGSG_06466..FSPOR_385","6477_Z13__g010040--FGSG_06466..FSPOR_385","9221..9993","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010041--FGSG_06465..FSPOR_386","6477_Z13__g010041--FGSG_06465..FSPOR_386","complement(10181..11273)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010042--FGSG_06464..FSPOR_387","6477_Z13__g010042--FGSG_06464..FSPOR_387","15051..16659","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010043--FGSG_06463..FSPOR_388","6477_Z13__g010043--FGSG_06463..FSPOR_388","17537..19575","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010044--FGSG_06462..FSPOR_389","6477_Z13__g010044--FGSG_06462..FSPOR_389","complement(20001..25043)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010045--FGSG_06480..FSPOR_401","6477_Z13__g010045--FGSG_06480..FSPOR_401","complement(28687..29751)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010046","6477_Z13__g010046","complement(30030..30610)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010047--FGSG_12927..FSPOR_400","6477_Z13__g010047--FGSG_12927..FSPOR_400","complement(31483..32690)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010048--FGSG_06482..FSPOR_399","6477_Z13__g010048--FGSG_06482..FSPOR_399","complement(33626..34726)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010049--FGSG_06483..FSPOR_398","6477_Z13__g010049--FGSG_06483..FSPOR_398","complement(37633..38193)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010050--FGSG_06484..FSPOR_397","6477_Z13__g010050--FGSG_06484..FSPOR_397","complement(39834..41315)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010051--FSPOR_396","6477_Z13__g010051--FSPOR_396","42367..43375","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",1,"6477_Z13__g010052--FGSG_11457..FSPOR_395","6477_Z13__g010052--FGSG_11457..FSPOR_395","complement(43829..44214)","no","6477_Z13_len1408813.region001"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010079--FGSG_06501..FSPOR_3294","6477_Z13__g010079--FGSG_06501..FSPOR_3294","complement(348..1964)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010080--FGSG_06502..FSPOR_3293","6477_Z13__g010080--FGSG_06502..FSPOR_3293","3816..5544","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010081--FGSG_06503..FSPOR_3292","6477_Z13__g010081--FGSG_06503..FSPOR_3292","complement(6374..7584)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010082","6477_Z13__g010082","complement(7969..9035)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010083--FGSG_06504..FSPOR_3291","6477_Z13__g010083--FGSG_06504..FSPOR_3291","10176..14389","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010084--FGSG_06505..FSPOR_3290","6477_Z13__g010084--FGSG_06505..FSPOR_3290","complement(14907..15737)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010085--FGSG_06506..FSPOR_3289","6477_Z13__g010085--FGSG_06506..FSPOR_3289","complement(17142..18074)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010086--FGSG_06507..FSPOR_3288","6477_Z13__g010086--FGSG_06507..FSPOR_3288","complement(20001..23849)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010087--FGSG_06508..FSPOR_3287","6477_Z13__g010087--FGSG_06508..FSPOR_3287","complement(27120..28667)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"PNS1","6477_Z13__g010088--FGSG_06509..FSPOR_3286","32232..33880","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"ATG17","6477_Z13__g010089--FGSG_06510..FSPOR_3285","complement(34407..36027)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010090--FGSG_06511..FSPOR_3284","6477_Z13__g010090--FGSG_06511..FSPOR_3284","complement(36853..39800)","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",2,"6477_Z13__g010091--FGSG_06512..FSPOR_3283","6477_Z13__g010091--FGSG_06512..FSPOR_3283","43194..43657","no","6477_Z13_len1408813.region002"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010203--FGSG_12950..FSPOR_631","6477_Z13__g010203--FGSG_12950..FSPOR_631","complement(224..1309)","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010204--FGSG_06627..FSPOR_632","6477_Z13__g010204--FGSG_06627..FSPOR_632","complement(2738..3795)","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"DRS1","6477_Z13__g010205--FGSG_06628..FSPOR_633","4394..6830","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010206--FGSG_06629..FSPOR_634","6477_Z13__g010206--FGSG_06629..FSPOR_634","complement(7244..7938)","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010207--FGSG_12952..FSPOR_635","6477_Z13__g010207--FGSG_12952..FSPOR_635","complement(10001..11956)","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010208--FGSG_06630..FSPOR_636","6477_Z13__g010208--FGSG_06630..FSPOR_636","13611..16031","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010209","6477_Z13__g010209","16218..16299","yes","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010210--FGSG_06631..FSPOR_637","6477_Z13__g010210--FGSG_06631..FSPOR_637","complement(16668..22479)","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010211--FGSG_06632..FSPOR_638","6477_Z13__g010211--FGSG_06632..FSPOR_638","24401..26695","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010212--FGSG_06633..FSPOR_639","6477_Z13__g010212--FGSG_06633..FSPOR_639","28832..30614","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z13_len1408813",3,"6477_Z13__g010213--FGSG_06634..FSPOR_640","6477_Z13__g010213--FGSG_06634..FSPOR_640","complement(30928..31791)","no","6477_Z13_len1408813.region003"
"NRRL6477","6477_Z14_len1234751",1,"6477_Z14__g010519--FGSG_10101..FSPOR_2740","6477_Z14__g010519--FGSG_10101..FSPOR_2740","1253..2513","no","6477_Z14_len1234751.region001"
"NRRL6477","6477_Z14_len1234751",1,"6477_Z14__g010520--FGSG_10100..FSPOR_2741","6477_Z14__g010520--FGSG_10100..FSPOR_2741","complement(2828..3811)","no","6477_Z14_len1234751.region001"
"NRRL6477","6477_Z14_len1234751",1,"6477_Z14__g010521","6477_Z14__g010521","complement(5048..5831)","no","6477_Z14_len1234751.region001"
"NRRL6477","6477_Z14_len1234751",1,"6477_Z14__g010522--FGSG_10098..FSPOR_2742","6477_Z14__g010522--FGSG_10098..FSPOR_2742","complement(6029..7798)","no","6477_Z14_len1234751.region001"
"NRRL6477","6477_Z14_len1234751",1,"6477_Z14__g010523--FGSG_10097..FSPOR_2743","6477_Z14__g010523--FGSG_10097..FSPOR_2743","10001..11251","no","6477_Z14_len1234751.region001"
"NRRL6477","6477_Z14_len1234751",1,"6477_Z14__g010524--FGSG_10096..FSPOR_2744","6477_Z14__g010524--FGSG_10096..FSPOR_2744","complement(11649..13213)","no","6477_Z14_len1234751.region001"
"NRRL6477","6477_Z14_len1234751",1,"6477_Z14__g010525--FGSG_10095..FSPOR_2745","6477_Z14__g010525--FGSG_10095..FSPOR_2745","16566..20448","no","6477_Z14_len1234751.region001"
"NRRL6477","6477_Z15_len1185119",1,"6477_Z15__g010804--FGSG_10606..FSPOR_7568","6477_Z15__g010804--FGSG_10606..FSPOR_7568","complement(1857..2905)","no","6477_Z15_len1185119.region001"
