"Accession","cluster","chrm","region","locus_tag","gene","type","bb_type","start","end","strand"
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"3249_Z11__g009312--FGSG_08227..FSPOR_6083","3249_Z11__g009312--FGSG_08227..FSPOR_6083","biosynthetic","isocyanide",901008,903089,-1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"3249_Z11__g009313--FGSG_08228..FSPOR_6084","3249_Z11__g009313--FGSG_08228..FSPOR_6084","biosynthetic-additional","N/A",903962,905675,1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"3249_Z11__g009314","3249_Z11__g009314","other","N/A",907135,907409,1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"3249_Z11__g009315--FSPOR_6086","3249_Z11__g009315--FSPOR_6086","other","N/A",908925,909781,-1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"3249_Z11__g009317","3249_Z11__g009317","other","N/A",913869,915158,-1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"3249_Z11__g009318--FGSG_08230..FSPOR_6088","3249_Z11__g009318--FGSG_08230..FSPOR_6088","other","N/A",918531,920276,1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"3249_Z11__g009319--FSPOR_6089","3249_Z11__g009319--FSPOR_6089","biosynthetic-additional","N/A",921631,922857,-1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"CTF1_2","3249_Z11__g009316--FSPOR_6087","other","N/A",910657,912627,-1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"NRPS7","3249_Z11__g009300--FGSG_08209..FSPOR_6069","biosynthetic","NRPS",854647,867829,1
"NRRL3249","3249_Z11_len1352086.region003","3249_Z11_len1352086",3,"PKS6","3249_Z11__g009299--FGSG_08208..FSPOR_6068","biosynthetic","T1PKS",845498,853261,-1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009390--FGSG_08313..FSPOR_10989","3249_Z11__g009390--FGSG_08313..FSPOR_10989","other","N/A",1173001,1174738,-1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009392--FGSG_08315..FSPOR_10991","3249_Z11__g009392--FGSG_08315..FSPOR_10991","other","N/A",1177346,1179949,1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009393--FGSG_08316..FSPOR_10992","3249_Z11__g009393--FGSG_08316..FSPOR_10992","other","N/A",1181320,1183081,1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009394--FGSG_08317..FSPOR_10993","3249_Z11__g009394--FGSG_08317..FSPOR_10993","other","N/A",1183447,1184529,-1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009395--FGSG_08318..FSPOR_10994","3249_Z11__g009395--FGSG_08318..FSPOR_10994","other","N/A",1185223,1186404,1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009396--FGSG_13394..FSPOR_10995","3249_Z11__g009396--FGSG_13394..FSPOR_10995","biosynthetic","NRPS",1186637,1190382,-1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009397--FGSG_08320..FSPOR_10996","3249_Z11__g009397--FGSG_08320..FSPOR_10996","biosynthetic-additional","N/A",1193122,1194747,1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009398--FGSG_08323..FSPOR_10998","3249_Z11__g009398--FGSG_08323..FSPOR_10998","other","N/A",1201816,1202364,1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"3249_Z11__g009399--FGSG_08324..FSPOR_10999","3249_Z11__g009399--FGSG_08324..FSPOR_10999","other","N/A",1203790,1204803,1
"NRRL3249","3249_Z11_len1352086.region004","3249_Z11_len1352086",4,"UBC6","3249_Z11__g009391--FGSG_08314..FSPOR_10990","other","N/A",1175259,1176168,1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009511--FGSG_06468..FSPOR_384","3249_Z12__g009511--FGSG_06468..FSPOR_384","transport","N/A",168609,170278,-1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009512--FGSG_06466..FSPOR_385","3249_Z12__g009512--FGSG_06466..FSPOR_385","other","N/A",176233,177006,1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009513--FGSG_06465..FSPOR_386","3249_Z12__g009513--FGSG_06465..FSPOR_386","biosynthetic-additional","N/A",177194,178286,-1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009514--FGSG_06464..FSPOR_387","3249_Z12__g009514--FGSG_06464..FSPOR_387","transport","N/A",182133,183741,1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009515--FGSG_06463..FSPOR_388","3249_Z12__g009515--FGSG_06463..FSPOR_388","other","N/A",184619,186657,1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009516--FGSG_06462..FSPOR_389","3249_Z12__g009516--FGSG_06462..FSPOR_389","biosynthetic","NRPS-like",187083,192125,-1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009517--FGSG_06480..FSPOR_401","3249_Z12__g009517--FGSG_06480..FSPOR_401","biosynthetic-additional","N/A",195754,196818,-1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009518--FGSG_12927..FSPOR_400","3249_Z12__g009518--FGSG_12927..FSPOR_400","other","N/A",198550,199757,-1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009519--FGSG_06482..FSPOR_399","3249_Z12__g009519--FGSG_06482..FSPOR_399","other","N/A",200703,201803,-1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009520--FGSG_06483..FSPOR_398","3249_Z12__g009520--FGSG_06483..FSPOR_398","other","N/A",204710,205270,-1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009521--FGSG_06484..FSPOR_397","3249_Z12__g009521--FGSG_06484..FSPOR_397","transport","N/A",206912,208393,-1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009522--FSPOR_396","3249_Z12__g009522--FSPOR_396","other","N/A",209445,210453,1
"NRRL3249","3249_Z12_len1307721.region001","3249_Z12_len1307721",1,"3249_Z12__g009523--FGSG_11457..FSPOR_395","3249_Z12__g009523--FGSG_11457..FSPOR_395","other","N/A",210907,211292,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"3249_Z12__g009550--FGSG_06501..FSPOR_3294","3249_Z12__g009550--FGSG_06501..FSPOR_3294","other","N/A",305047,306663,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"3249_Z12__g009552--FGSG_06503..FSPOR_3292","3249_Z12__g009552--FGSG_06503..FSPOR_3292","other","N/A",311073,313734,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"3249_Z12__g009553--FGSG_06504..FSPOR_3291","3249_Z12__g009553--FGSG_06504..FSPOR_3291","other","N/A",314875,319088,1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"3249_Z12__g009554--FGSG_06505..FSPOR_3290","3249_Z12__g009554--FGSG_06505..FSPOR_3290","other","N/A",319606,320436,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"3249_Z12__g009555--FGSG_06506..FSPOR_3289","3249_Z12__g009555--FGSG_06506..FSPOR_3289","other","N/A",321841,322773,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"3249_Z12__g009556--FGSG_06507..FSPOR_3288","3249_Z12__g009556--FGSG_06507..FSPOR_3288","biosynthetic","NRPS-like",324706,328554,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"3249_Z12__g009560--FGSG_06511..FSPOR_3284","3249_Z12__g009560--FGSG_06511..FSPOR_3284","other","N/A",343256,346203,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"ATG17","3249_Z12__g009559--FGSG_06510..FSPOR_3285","other","N/A",340810,342430,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"LYP1_1","3249_Z12__g009557--FGSG_06508..FSPOR_3287","biosynthetic-additional","N/A",331825,333372,-1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"PNS1","3249_Z12__g009558--FGSG_06509..FSPOR_3286","other","N/A",338635,340283,1
"NRRL3249","3249_Z12_len1307721.region002","3249_Z12_len1307721",2,"rio1","3249_Z12__g009551--FGSG_06502..FSPOR_3293","other","N/A",308515,310243,1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"3249_Z12__g009674--FGSG_12950..FSPOR_631","3249_Z12__g009674--FGSG_12950..FSPOR_631","other","N/A",679230,680315,-1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"3249_Z12__g009677--FGSG_06629..FSPOR_634","3249_Z12__g009677--FGSG_06629..FSPOR_634","other","N/A",686236,686930,-1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"3249_Z12__g009679--FGSG_06630..FSPOR_636","3249_Z12__g009679--FGSG_06630..FSPOR_636","other","N/A",692603,695023,1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"3249_Z12__g009681--FGSG_06631..FSPOR_637","3249_Z12__g009681--FGSG_06631..FSPOR_637","biosynthetic","betalactone",695660,701471,-1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"3249_Z12__g009682--FGSG_06632..FSPOR_638","3249_Z12__g009682--FGSG_06632..FSPOR_638","other","N/A",703393,705687,1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"3249_Z12__g009684--FGSG_06634..FSPOR_640","3249_Z12__g009684--FGSG_06634..FSPOR_640","other","N/A",709920,710783,-1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"BIM1","3249_Z12__g009675--FGSG_06627..FSPOR_632","other","N/A",681744,682787,-1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"DRS1","3249_Z12__g009676--FGSG_06628..FSPOR_633","other","N/A",683386,685822,1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"LEU4","3249_Z12__g009678--FGSG_12952..FSPOR_635","biosynthetic","betalactone",688993,690948,-1
"NRRL3249","3249_Z12_len1307721.region003","3249_Z12_len1307721",3,"PDE1","3249_Z12__g009683--FGSG_06633..FSPOR_639","other","N/A",707824,709606,1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"3249_Z14__g010277--FSPOR_5252","3249_Z14__g010277--FSPOR_5252","other","N/A",345198,346673,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"3249_Z14__g010278--FSPOR_5253","3249_Z14__g010278--FSPOR_5253","biosynthetic-additional","N/A",348258,350008,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"3249_Z14__g010279--FGSG_04704..FSPOR_5254","3249_Z14__g010279--FGSG_04704..FSPOR_5254","other","N/A",351828,352636,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"3249_Z14__g010280","3249_Z14__g010280","other","N/A",354550,355813,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"3249_Z14__g010281--FGSG_08009..FSPOR_5255","3249_Z14__g010281--FGSG_08009..FSPOR_5255","other","N/A",356745,358203,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"3249_Z14__g010282--FGSG_13458..FSPOR_5256","3249_Z14__g010282--FGSG_13458..FSPOR_5256","other","N/A",359168,360830,1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"3249_Z14__g010286--FSPOR_5260","3249_Z14__g010286--FSPOR_5260","biosynthetic-additional","N/A",382561,383313,1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"AMD2","3249_Z14__g010283--FSPOR_5257","biosynthetic-additional","N/A",361775,363786,1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"APF1","3249_Z14__g010284--FSPOR_5258","biosynthetic","NRPS",363986,379420,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"APF11","3249_Z14__g010285--FSPOR_5259","transport","N/A",380127,382110,1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"APF12","3249_Z14__g010291--FSPOR_5264","other","N/A",392662,394767,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"APF6","3249_Z14__g010290--FSPOR_5263","biosynthetic-additional","N/A",390585,391811,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"APF7","3249_Z14__g010289--FSPOR_5262","biosynthetic-additional","N/A",389339,390389,1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"APF8","3249_Z14__g010288","other","N/A",387101,387548,-1
"NRRL3249","3249_Z14_len1152104.region001","3249_Z14_len1152104",1,"APF9","3249_Z14__g010287--FSPOR_5261","biosynthetic-additional","N/A",384111,385984,-1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010342--FSPOR_6469","3249_Z14__g010342--FSPOR_6469","other","N/A",543119,543840,-1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010343--FGSG_10700..FSPOR_6468","3249_Z14__g010343--FGSG_10700..FSPOR_6468","other","N/A",545700,547681,-1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010344--FGSG_13809..FSPOR_6467","3249_Z14__g010344--FGSG_13809..FSPOR_6467","other","N/A",548981,551011,1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010345--FGSG_10702..FSPOR_6465","3249_Z14__g010345--FGSG_10702..FSPOR_6465","biosynthetic","NRPS-like",557744,560950,1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010346","3249_Z14__g010346","other","N/A",563794,565293,-1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010347","3249_Z14__g010347","other","N/A",567188,567727,-1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010348","3249_Z14__g010348","other","N/A",569827,570858,1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010349","3249_Z14__g010349","other","N/A",571441,572526,1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010350","3249_Z14__g010350","other","N/A",573156,573589,-1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010351--FGSG_11645..FSPOR_6460","3249_Z14__g010351--FGSG_11645..FSPOR_6460","other","N/A",575245,577281,1
"NRRL3249","3249_Z14_len1152104.region002","3249_Z14_len1152104",2,"3249_Z14__g010352--FSPOR_6459","3249_Z14__g010352--FSPOR_6459","biosynthetic-additional","N/A",578354,579483,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010471--FSPOR_8551","3249_Z14__g010471--FSPOR_8551","biosynthetic-additional","N/A",1052220,1052903,1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010472--FGSG_10332..FSPOR_8552","3249_Z14__g010472--FGSG_10332..FSPOR_8552","other","N/A",1053042,1053896,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010473--FGSG_10331..FSPOR_8553","3249_Z14__g010473--FGSG_10331..FSPOR_8553","biosynthetic-additional","N/A",1054771,1055911,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010474--FGSG_10330..FSPOR_8554","3249_Z14__g010474--FGSG_10330..FSPOR_8554","other","N/A",1056638,1057983,1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010475--FGSG_13740..FSPOR_8555","3249_Z14__g010475--FGSG_13740..FSPOR_8555","biosynthetic-additional","N/A",1058823,1059783,1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010476--FGSG_13739..FSPOR_8556","3249_Z14__g010476--FGSG_13739..FSPOR_8556","biosynthetic-additional","N/A",1061962,1063068,1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010477--FGSG_09099..FSPOR_8557","3249_Z14__g010477--FGSG_09099..FSPOR_8557","other","N/A",1063636,1065259,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010478--FSPOR_8559","3249_Z14__g010478--FSPOR_8559","biosynthetic-additional","N/A",1067479,1068509,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010479--FSPOR_8560","3249_Z14__g010479--FSPOR_8560","transport","N/A",1069646,1071279,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010480--FSPOR_8561","3249_Z14__g010480--FSPOR_8561","biosynthetic","NRPS-like",1072012,1075768,1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010481--FSPOR_8562","3249_Z14__g010481--FSPOR_8562","other","N/A",1077004,1078428,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010482--FSPOR_8563","3249_Z14__g010482--FSPOR_8563","other","N/A",1079695,1080405,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010483--FSPOR_8565","3249_Z14__g010483--FSPOR_8565","other","N/A",1083162,1083653,1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010484--FSPOR_8566","3249_Z14__g010484--FSPOR_8566","other","N/A",1084593,1085366,1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010485--FSPOR_8567","3249_Z14__g010485--FSPOR_8567","other","N/A",1086352,1086793,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010486--FSPOR_8568","3249_Z14__g010486--FSPOR_8568","other","N/A",1089004,1089426,-1
"NRRL3249","3249_Z14_len1152104.region003","3249_Z14_len1152104",3,"3249_Z14__g010487--FSPOR_8569","3249_Z14__g010487--FSPOR_8569","other","N/A",1092605,1093716,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010630--FGSG_03250..FSPOR_5880","3249_Z15__g010630--FGSG_03250..FSPOR_5880","other","N/A",357204,358627,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010631--FGSG_03251..FSPOR_5881","3249_Z15__g010631--FGSG_03251..FSPOR_5881","other","N/A",359133,360134,-1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010632--FGSG_03252..FSPOR_5882","3249_Z15__g010632--FGSG_03252..FSPOR_5882","other","N/A",363290,367297,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010633--FGSG_03255..FSPOR_5883","3249_Z15__g010633--FGSG_03255..FSPOR_5883","biosynthetic-additional","N/A",367651,368694,-1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010634--FGSG_03256..FSPOR_5884","3249_Z15__g010634--FGSG_03256..FSPOR_5884","biosynthetic-additional","N/A",369527,370431,-1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010635--FGSG_03257..FSPOR_5885","3249_Z15__g010635--FGSG_03257..FSPOR_5885","biosynthetic","NRPS-like",371168,374100,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010636--FGSG_03258..FSPOR_5886","3249_Z15__g010636--FGSG_03258..FSPOR_5886","biosynthetic-additional","N/A",374496,375522,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010637--FGSG_03259..FSPOR_5887","3249_Z15__g010637--FGSG_03259..FSPOR_5887","biosynthetic-additional","N/A",376244,377584,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010638--FGSG_03260..FSPOR_5888","3249_Z15__g010638--FGSG_03260..FSPOR_5888","biosynthetic-additional","N/A",377936,379617,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010639--FGSG_03261..FSPOR_5889","3249_Z15__g010639--FGSG_03261..FSPOR_5889","other","N/A",379841,381326,-1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010640--FGSG_03262..FSPOR_5890","3249_Z15__g010640--FGSG_03262..FSPOR_5890","biosynthetic-additional","N/A",382878,383927,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010641--FGSG_03263..FSPOR_5891","3249_Z15__g010641--FGSG_03263..FSPOR_5891","other","N/A",384477,386030,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010642--FGSG_03264..FSPOR_5892","3249_Z15__g010642--FGSG_03264..FSPOR_5892","biosynthetic-additional","N/A",387852,389009,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"3249_Z15__g010643--FGSG_03265..FSPOR_5893","3249_Z15__g010643--FGSG_03265..FSPOR_5893","other","N/A",391311,392581,1
"NRRL3249","3249_Z15_len981733.region001","3249_Z15_len981733",1,"GUT2","3249_Z15__g010629--FGSG_03249..FSPOR_5879","biosynthetic-additional","N/A",353089,355199,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010710--FGSG_03330..FSPOR_5956","3249_Z15__g010710--FGSG_03330..FSPOR_5956","transport","N/A",571601,573149,-1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010712--FGSG_03332..FSPOR_9266","3249_Z15__g010712--FGSG_03332..FSPOR_9266","other","N/A",575078,576482,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010713--FGSG_03333..FSPOR_9267","3249_Z15__g010713--FGSG_03333..FSPOR_9267","other","N/A",577272,578366,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010714--FGSG_03334..FSPOR_11523","3249_Z15__g010714--FGSG_03334..FSPOR_11523","other","N/A",578655,579195,-1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010715--FGSG_03337..FSPOR_11522","3249_Z15__g010715--FGSG_03337..FSPOR_11522","other","N/A",582339,583418,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010716--FGSG_03338..FSPOR_3727","3249_Z15__g010716--FGSG_03338..FSPOR_3727","other","N/A",584844,585352,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010717--FGSG_03339..FSPOR_3726","3249_Z15__g010717--FGSG_03339..FSPOR_3726","other","N/A",587677,588176,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010719--FGSG_03342..FSPOR_3723","3249_Z15__g010719--FGSG_03342..FSPOR_3723","biosynthetic-additional","N/A",603074,604039,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010720--FGSG_03343..FSPOR_3722","3249_Z15__g010720--FGSG_03343..FSPOR_3722","other","N/A",604658,608037,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010721--FGSG_03344..FSPOR_3721","3249_Z15__g010721--FGSG_03344..FSPOR_3721","other","N/A",608891,610160,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010722--FGSG_03345..FSPOR_3720","3249_Z15__g010722--FGSG_03345..FSPOR_3720","transport","N/A",610389,612268,-1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"3249_Z15__g010723--FGSG_03346..FSPOR_3719","3249_Z15__g010723--FGSG_03346..FSPOR_3719","biosynthetic-additional","N/A",613102,614892,1
"NRRL3249","3249_Z15_len981733.region002","3249_Z15_len981733",2,"GPY1","3249_Z15__g010718--FGSG_03340..FSPOR_3725","biosynthetic","T1PKS",590594,599087,1
"NRRL3249","3249_Z17_len805405.region001","3249_Z17_len805405",1,"3249_Z17__g011248--FGSG_10101..FSPOR_2740","3249_Z17__g011248--FGSG_10101..FSPOR_2740","other","N/A",457182,458442,1
"NRRL3249","3249_Z17_len805405.region001","3249_Z17_len805405",1,"3249_Z17__g011249--FGSG_10100..FSPOR_2741","3249_Z17__g011249--FGSG_10100..FSPOR_2741","other","N/A",458757,459740,-1
"NRRL3249","3249_Z17_len805405.region001","3249_Z17_len805405",1,"3249_Z17__g011250","3249_Z17__g011250","other","N/A",460977,461760,-1
"NRRL3249","3249_Z17_len805405.region001","3249_Z17_len805405",1,"3249_Z17__g011251--FGSG_10098..FSPOR_2742","3249_Z17__g011251--FGSG_10098..FSPOR_2742","transport","N/A",461958,463727,-1
"NRRL3249","3249_Z17_len805405.region001","3249_Z17_len805405",1,"BTS1","3249_Z17__g011252--FGSG_10097..FSPOR_2743","biosynthetic","terpene",465930,467180,1
"NRRL3249","3249_Z17_len805405.region001","3249_Z17_len805405",1,"PEX29","3249_Z17__g011253--FGSG_10096..FSPOR_2744","other","N/A",467578,469142,-1
"NRRL3249","3249_Z17_len805405.region001","3249_Z17_len805405",1,"POM1","3249_Z17__g011254--FGSG_10095..FSPOR_2745","regulatory","N/A",472495,476377,1
"NRRL3249","3249_Z19_len557454.region001","3249_Z19_len557454",1,"3249_Z19__g011558--FGSG_08374..FSPOR_3531","3249_Z19__g011558--FGSG_08374..FSPOR_3531","other","N/A",9916,10674,1
"NRRL3249","3249_Z19_len557454.region001","3249_Z19_len557454",1,"3249_Z19__g011560--FSPOR_3530","3249_Z19__g011560--FSPOR_3530","other","N/A",11649,12062,1
"NRRL3249","3249_Z19_len557454.region001","3249_Z19_len557454",1,"3249_Z19__g011563--FGSG_08376..FSPOR_3528","3249_Z19__g011563--FGSG_08376..FSPOR_3528","other","N/A",19865,21325,1
"NRRL3249","3249_Z19_len557454.region001","3249_Z19_len557454",1,"3249_Z19__g011564--FGSG_08377..FSPOR_3527","3249_Z19__g011564--FGSG_08377..FSPOR_3527","biosynthetic-additional","N/A",21395,22993,-1
"NRRL3249","3249_Z19_len557454.region001","3249_Z19_len557454",1,"3249_Z19__g011565--FGSG_08378..FSPOR_3526","3249_Z19__g011565--FGSG_08378..FSPOR_3526","biosynthetic","T3PKS",24325,25803,1
