"Accession","cluster","chrm","region","locus_tag","gene","type","bb_type","start","end","strand"
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"SIW14","3510_Z11__g008948--FGSG_01671..FSPOR_4920","other","N/A",735297,735831,-1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009583--FGSG_08791..FSPOR_8623","3510_Z14__g009583--FGSG_08791..FSPOR_8623","other","N/A",194297,197191,1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009584--FGSG_08792..FSPOR_8624","3510_Z14__g009584--FGSG_08792..FSPOR_8624","other","N/A",198416,198818,1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009585--FGSG_08793..FSPOR_8625","3510_Z14__g009585--FGSG_08793..FSPOR_8625","other","N/A",198880,199842,-1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009586--FGSG_08794..FSPOR_8626","3510_Z14__g009586--FGSG_08794..FSPOR_8626","transport","N/A",201583,203064,-1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009587--FGSG_08795..FSPOR_8627","3510_Z14__g009587--FGSG_08795..FSPOR_8627","biosynthetic","T1PKS",207278,214770,1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009589--FGSG_08796..FSPOR_8628","3510_Z14__g009589--FGSG_08796..FSPOR_8628","other","N/A",215646,216746,-1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009590","3510_Z14__g009590","other","N/A",217670,218007,1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009591--FGSG_08797..FSPOR_8629","3510_Z14__g009591--FGSG_08797..FSPOR_8629","other","N/A",218968,221006,1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009592--FGSG_08798..FSPOR_8630","3510_Z14__g009592--FGSG_08798..FSPOR_8630","other","N/A",222203,223786,-1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009593--FGSG_08799..FSPOR_8631","3510_Z14__g009593--FGSG_08799..FSPOR_8631","transport","N/A",224952,226580,1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009595--FGSG_08801..FSPOR_8633","3510_Z14__g009595--FGSG_08801..FSPOR_8633","other","N/A",231138,231990,1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"3510_Z14__g009596--FGSG_08802..FSPOR_8634","3510_Z14__g009596--FGSG_08802..FSPOR_8634","transport","N/A",232764,234180,1
"NRRL3510","3510_Z14_len754641.region001","3510_Z14_len754641",1,"YAP1","3510_Z14__g009594--FGSG_08800..FSPOR_8632","other","N/A",228483,230354,1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"3510_Z16__g009948--FGSG_09178..FSPOR_158","3510_Z16__g009948--FGSG_09178..FSPOR_158","other","N/A",3307,5822,1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"3510_Z16__g009949--FGSG_09179..FSPOR_157","3510_Z16__g009949--FGSG_09179..FSPOR_157","other","N/A",6622,7182,1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"3510_Z16__g009950--FGSG_09180..FSPOR_156","3510_Z16__g009950--FGSG_09180..FSPOR_156","other","N/A",7809,9730,1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"3510_Z16__g009951--FGSG_09181..FSPOR_155","3510_Z16__g009951--FGSG_09181..FSPOR_155","other","N/A",10294,11970,1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"3510_Z16__g009955--FGSG_09185..FSPOR_150","3510_Z16__g009955--FGSG_09185..FSPOR_150","biosynthetic-additional","N/A",26267,28030,-1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"3510_Z16__g009958--FGSG_09189..FSPOR_146","3510_Z16__g009958--FGSG_09189..FSPOR_146","biosynthetic-additional","N/A",34456,35668,1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"3510_Z16__g009959","3510_Z16__g009959","other","N/A",36155,38609,1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"FSR1","3510_Z16__g009952--FGSG_09182..FSPOR_154","biosynthetic","T1PKS",12339,19478,-1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"FSR2","3510_Z16__g009953--FGSG_09183..FSPOR_153","biosynthetic-additional","N/A",20131,21358,1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"FSR3","3510_Z16__g009954--FGSG_09184..FSPOR_152","other","N/A",21779,23471,-1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"FSR4","3510_Z16__g009956--FGSG_09186..FSPOR_149","biosynthetic-additional","N/A",28418,29545,-1
"NRRL3510","3510_Z16_len693917.region001","3510_Z16_len693917",1,"FSR5","3510_Z16__g009957--FGSG_09187..FSPOR_148","biosynthetic-additional","N/A",30302,31102,-1
"NRRL3510","3510_Z16_len693917.region002","3510_Z16_len693917",2,"3510_Z16__g010150--FGSG_09379..FSPOR_6274","3510_Z16__g010150--FGSG_09379..FSPOR_6274","other","N/A",631370,633556,1
"NRRL3510","3510_Z16_len693917.region002","3510_Z16_len693917",2,"3510_Z16__g010153--FGSG_09382..FSPOR_6271","3510_Z16__g010153--FGSG_09382..FSPOR_6271","biosynthetic-additional","N/A",641156,642656,-1
"NRRL3510","3510_Z16_len693917.region002","3510_Z16_len693917",2,"3510_Z16__g010154--FGSG_09383..FSPOR_6270","3510_Z16__g010154--FGSG_09383..FSPOR_6270","biosynthetic-additional","N/A",647371,648110,1
"NRRL3510","3510_Z16_len693917.region002","3510_Z16_len693917",2,"CAJ1","3510_Z16__g010151--FGSG_09380..FSPOR_6273","other","N/A",634648,636387,-1
"NRRL3510","3510_Z16_len693917.region002","3510_Z16_len693917",2,"ERG9","3510_Z16__g010152--FGSG_09381..FSPOR_6272","biosynthetic","terpene",638501,640046,1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"3510_Z18__g010427--FSPOR_5252","3510_Z18__g010427--FSPOR_5252","other","N/A",262036,263511,-1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"3510_Z18__g010428--FSPOR_5253","3510_Z18__g010428--FSPOR_5253","biosynthetic-additional","N/A",265096,266846,-1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"3510_Z18__g010429--FGSG_04704..FSPOR_5254","3510_Z18__g010429--FGSG_04704..FSPOR_5254","other","N/A",268666,269474,-1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"3510_Z18__g010430","3510_Z18__g010430","other","N/A",271388,272651,-1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"3510_Z18__g010431--FGSG_08009..FSPOR_5255","3510_Z18__g010431--FGSG_08009..FSPOR_5255","other","N/A",273583,275041,-1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"3510_Z18__g010432--FGSG_13458..FSPOR_5256","3510_Z18__g010432--FGSG_13458..FSPOR_5256","other","N/A",276006,277668,1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"3510_Z18__g010436--FSPOR_5260","3510_Z18__g010436--FSPOR_5260","biosynthetic-additional","N/A",299399,300151,1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"AMD2","3510_Z18__g010433--FSPOR_5257","biosynthetic-additional","N/A",278614,280625,1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"APF1","3510_Z18__g010434--FSPOR_5258","biosynthetic","NRPS",280825,296259,-1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"APF11","3510_Z18__g010435--FSPOR_5259","transport","N/A",296965,298948,1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"APF12","3510_Z18__g010440--FSPOR_5264","biosynthetic-additional","N/A",307424,311808,-1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"APF7","3510_Z18__g010439--FSPOR_5262","biosynthetic-additional","N/A",305947,307228,1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"APF8","3510_Z18__g010438","other","N/A",303940,304387,-1
"NRRL3510","3510_Z18_len629002.region001","3510_Z18_len629002",1,"APF9","3510_Z18__g010437--FSPOR_5261","biosynthetic-additional","N/A",300949,302823,-1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010477--FSPOR_6473","3510_Z18__g010477--FSPOR_6473","other","N/A",459489,460444,1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010478--FGSG_11571..FSPOR_6472","3510_Z18__g010478--FGSG_11571..FSPOR_6472","transport","N/A",461681,463380,1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010479--FSPOR_6471","3510_Z18__g010479--FSPOR_6471","biosynthetic-additional","N/A",464585,465942,-1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010480--FSPOR_6470","3510_Z18__g010480--FSPOR_6470","other","N/A",466401,467892,1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010481--FGSG_10702..FSPOR_6465","3510_Z18__g010481--FGSG_10702..FSPOR_6465","biosynthetic","NRPS-like",477647,480718,1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010482","3510_Z18__g010482","other","N/A",482177,483778,-1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010483","3510_Z18__g010483","other","N/A",486017,487513,-1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010484","3510_Z18__g010484","other","N/A",489402,489941,-1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010485","3510_Z18__g010485","other","N/A",492038,493316,1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010486","3510_Z18__g010486","other","N/A",493652,494737,1
"NRRL3510","3510_Z18_len629002.region002","3510_Z18_len629002",2,"3510_Z18__g010487","3510_Z18__g010487","other","N/A",499251,500540,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010526--FSPOR_10250","3510_Z19__g010526--FSPOR_10250","other","N/A",26877,31100,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010527--FSPOR_10249","3510_Z19__g010527--FSPOR_10249","other","N/A",31231,32007,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010529--FSPOR_10246","3510_Z19__g010529--FSPOR_10246","other","N/A",39962,40816,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010530--FSPOR_10245","3510_Z19__g010530--FSPOR_10245","biosynthetic-additional","N/A",41531,42667,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010531--FSPOR_10244","3510_Z19__g010531--FSPOR_10244","biosynthetic-additional","N/A",43424,44221,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010532--FSPOR_10243","3510_Z19__g010532--FSPOR_10243","other","N/A",47158,48549,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010533--FSPOR_10242","3510_Z19__g010533--FSPOR_10242","other","N/A",51080,51661,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010534--FSPOR_10241","3510_Z19__g010534--FSPOR_10241","transport","N/A",51740,53592,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010535--FSPOR_10240","3510_Z19__g010535--FSPOR_10240","other","N/A",54138,55472,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010536--FGSG_04662..FSPOR_10239","3510_Z19__g010536--FGSG_04662..FSPOR_10239","biosynthetic","fungal-RiPP-like",55830,56780,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010537--FGSG_12207..FSPOR_10238","3510_Z19__g010537--FGSG_12207..FSPOR_10238","other","N/A",57455,57726,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010538--FGSG_02882..FSPOR_10237","3510_Z19__g010538--FGSG_02882..FSPOR_10237","other","N/A",59159,62683,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010539--FSPOR_10236","3510_Z19__g010539--FSPOR_10236","transport","N/A",64931,66719,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010540--FSPOR_10235","3510_Z19__g010540--FSPOR_10235","other","N/A",67186,68582,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010542--FSPOR_10233","3510_Z19__g010542--FSPOR_10233","other","N/A",71007,72535,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010543--FSPOR_10232","3510_Z19__g010543--FSPOR_10232","transport","N/A",77421,79228,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010544--FSPOR_10231","3510_Z19__g010544--FSPOR_10231","other","N/A",80159,81723,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010545--FSPOR_10229","3510_Z19__g010545--FSPOR_10229","other","N/A",84699,86576,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010546--FSPOR_10228","3510_Z19__g010546--FSPOR_10228","other","N/A",87597,90333,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010547--FGSG_02394..FSPOR_4542","3510_Z19__g010547--FGSG_02394..FSPOR_4542","biosynthetic","NRPS",93165,99811,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010548--FSPOR_4541","3510_Z19__g010548--FSPOR_4541","biosynthetic-additional","N/A",102582,103663,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010554--FGSG_02399..FSPOR_4537","3510_Z19__g010554--FGSG_02399..FSPOR_4537","other","N/A",126789,128509,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010555--FGSG_10669..FSPOR_4536","3510_Z19__g010555--FGSG_10669..FSPOR_4536","biosynthetic-additional","N/A",129323,131225,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010556--FGSG_10670..FSPOR_4535","3510_Z19__g010556--FGSG_10670..FSPOR_4535","other","N/A",132039,133103,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010558--FGSG_10672..FSPOR_4533","3510_Z19__g010558--FGSG_10672..FSPOR_4533","biosynthetic-additional","N/A",134834,135692,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"3510_Z19__g010559--FGSG_10673..FSPOR_4532","3510_Z19__g010559--FGSG_10673..FSPOR_4532","biosynthetic-additional","N/A",136235,137792,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"HRT2_2","3510_Z19__g010541--FSPOR_10234","other","N/A",69085,70506,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"IPL1_2","3510_Z19__g010553","regulatory","N/A",125212,126075,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"LEU2_2","3510_Z19__g010557--FGSG_10671..FSPOR_4534","other","N/A",133214,134365,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"TRX1_4","3510_Z19__g010528--FGSG_03946..FSPOR_10248","other","N/A",36639,37060,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"ZEA1","3510_Z19__g010549--FGSG_02395..FSPOR_4540","biosynthetic","T1PKS",104124,110444,-1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"ZEA2","3510_Z19__g010550--FGSG_12126..FSPOR_4539","biosynthetic","T1PKS",111578,118944,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"ZEB1","3510_Z19__g010551","biosynthetic-additional","N/A",119551,121490,1
"NRRL3510","3510_Z19_len628163.region001","3510_Z19_len628163",1,"ZEB2","3510_Z19__g010552--FGSG_02398..FSPOR_4538","other","N/A",121608,122904,-1
"NRRL3510","3510_Z19_len628163.region002","3510_Z19_len628163",2,"3510_Z19__g010573--FGSG_10653..FSPOR_4519","3510_Z19__g010573--FGSG_10653..FSPOR_4519","other","N/A",166274,167023,-1
"NRRL3510","3510_Z19_len628163.region002","3510_Z19_len628163",2,"3510_Z19__g010574--FSPOR_4518","3510_Z19__g010574--FSPOR_4518","other","N/A",171513,171931,-1
"NRRL3510","3510_Z19_len628163.region002","3510_Z19_len628163",2,"3510_Z19__g010575--FSPOR_4517","3510_Z19__g010575--FSPOR_4517","other","N/A",173082,173669,-1
"NRRL3510","3510_Z19_len628163.region002","3510_Z19_len628163",2,"3510_Z19__g010576--FGSG_04615..FSPOR_4516","3510_Z19__g010576--FGSG_04615..FSPOR_4516","biosynthetic","CDPS",174752,175495,-1
"NRRL3510","3510_Z19_len628163.region002","3510_Z19_len628163",2,"3510_Z19__g010577--FSPOR_4515","3510_Z19__g010577--FSPOR_4515","transport","N/A",176352,177671,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010588--FGSG_10626..FSPOR_4501","3510_Z19__g010588--FGSG_10626..FSPOR_4501","other","N/A",223441,224382,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010589--FGSG_04745..FSPOR_4500","3510_Z19__g010589--FGSG_04745..FSPOR_4500","other","N/A",224715,225001,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010590--FSPOR_4498","3510_Z19__g010590--FSPOR_4498","other","N/A",228060,229106,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010591--FSPOR_4497","3510_Z19__g010591--FSPOR_4497","biosynthetic-additional","N/A",229238,231035,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010592--FSPOR_4496","3510_Z19__g010592--FSPOR_4496","other","N/A",234177,234683,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010593--FSPOR_4495","3510_Z19__g010593--FSPOR_4495","other","N/A",240973,241905,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010594--FGSG_10617..FSPOR_4494","3510_Z19__g010594--FGSG_10617..FSPOR_4494","biosynthetic","NRPS-like",243016,246326,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010595--FGSG_04682..FSPOR_4493","3510_Z19__g010595--FGSG_04682..FSPOR_4493","other","N/A",247133,248134,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010596--FGSG_10605..FSPOR_4491","3510_Z19__g010596--FGSG_10605..FSPOR_4491","other","N/A",250826,251488,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010597--FGSG_10604..FSPOR_4490","3510_Z19__g010597--FGSG_10604..FSPOR_4490","other","N/A",252101,253903,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010598--FGSG_07815..FSPOR_4489","3510_Z19__g010598--FGSG_07815..FSPOR_4489","other","N/A",254483,255652,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010600--FGSG_12407..FSPOR_4487","3510_Z19__g010600--FGSG_12407..FSPOR_4487","other","N/A",258973,259442,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010601--FSPOR_4486","3510_Z19__g010601--FSPOR_4486","other","N/A",262585,264320,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010602--FSPOR_4485","3510_Z19__g010602--FSPOR_4485","other","N/A",265011,266231,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010603--FSPOR_4484","3510_Z19__g010603--FSPOR_4484","other","N/A",266273,270473,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010604--FSPOR_4483","3510_Z19__g010604--FSPOR_4483","other","N/A",272103,273245,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010605--FGSG_13795..FSPOR_4482","3510_Z19__g010605--FGSG_13795..FSPOR_4482","other","N/A",274419,275791,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010606--FGSG_11659..FSPOR_4481","3510_Z19__g010606--FGSG_11659..FSPOR_4481","biosynthetic","NRPS",277214,286951,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010607--FSPOR_4480","3510_Z19__g010607--FSPOR_4480","biosynthetic-additional","N/A",289466,290635,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010608--FSPOR_4479","3510_Z19__g010608--FSPOR_4479","other","N/A",291841,293531,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010609--FSPOR_4478","3510_Z19__g010609--FSPOR_4478","transport","N/A",296060,300360,-1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"3510_Z19__g010610--FSPOR_4477","3510_Z19__g010610--FSPOR_4477","other","N/A",302796,303456,1
"NRRL3510","3510_Z19_len628163.region003","3510_Z19_len628163",3,"ADY2","3510_Z19__g010599--FGSG_12406..FSPOR_4488","other","N/A",257696,258623,1
"NRRL3510","3510_Z2_len4194245.region001","3510_Z2_len4194245",1,"3510_Z2__g001982--FGSG_06468..FSPOR_384","3510_Z2__g001982--FGSG_06468..FSPOR_384","transport","N/A",315572,317241,-1
"NRRL3510","3510_Z2_len4194245.region001","3510_Z2_len4194245",1,"3510_Z2__g001983--FGSG_06466..FSPOR_385","3510_Z2__g001983--FGSG_06466..FSPOR_385","other","N/A",322972,323748,1
"NRRL3510","3510_Z2_len4194245.region001","3510_Z2_len4194245",1,"3510_Z2__g001984--FGSG_06465..FSPOR_386","3510_Z2__g001984--FGSG_06465..FSPOR_386","biosynthetic-additional","N/A",323936,325028,-1
"NRRL3510","3510_Z2_len4194245.region001","3510_Z2_len4194245",1,"3510_Z2__g001985--FGSG_06464..FSPOR_387","3510_Z2__g001985--FGSG_06464..FSPOR_387","transport","N/A",328880,330488,1
"NRRL3510","3510_Z2_len4194245.region001","3510_Z2_len4194245",1,"3510_Z2__g001986--FGSG_06463..FSPOR_388","3510_Z2__g001986--FGSG_06463..FSPOR_388","other","N/A",331364,333402,1
"NRRL3510","3510_Z2_len4194245.region001","3510_Z2_len4194245",1,"3510_Z2__g001987--FGSG_06462..FSPOR_389","3510_Z2__g001987--FGSG_06462..FSPOR_389","biosynthetic","NRPS-like",333829,338871,-1
"NRRL3510","3510_Z2_len4194245.region001","3510_Z2_len4194245",1,"3510_Z2__g001988--FGSG_06486..FSPOR_390","3510_Z2__g001988--FGSG_06486..FSPOR_390","other","N/A",351932,355537,1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"3510_Z2__g002018--FGSG_06501..FSPOR_3294","3510_Z2__g002018--FGSG_06501..FSPOR_3294","other","N/A",458538,460154,-1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"3510_Z2__g002020--FGSG_06503..FSPOR_3292","3510_Z2__g002020--FGSG_06503..FSPOR_3292","other","N/A",464557,466507,-1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"3510_Z2__g002021--FGSG_06504..FSPOR_3291","3510_Z2__g002021--FGSG_06504..FSPOR_3291","other","N/A",468399,472612,1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"3510_Z2__g002022--FGSG_06505..FSPOR_3290","3510_Z2__g002022--FGSG_06505..FSPOR_3290","other","N/A",473131,473961,-1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"3510_Z2__g002023--FGSG_06506..FSPOR_3289","3510_Z2__g002023--FGSG_06506..FSPOR_3289","other","N/A",475396,476328,-1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"3510_Z2__g002024--FGSG_06507..FSPOR_3288","3510_Z2__g002024--FGSG_06507..FSPOR_3288","biosynthetic","NRPS-like",478262,482110,-1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"3510_Z2__g002028--FGSG_06511..FSPOR_3284","3510_Z2__g002028--FGSG_06511..FSPOR_3284","other","N/A",495264,498211,-1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"3510_Z2__g002029--FGSG_06512..FSPOR_3283","3510_Z2__g002029--FGSG_06512..FSPOR_3283","other","N/A",501604,502067,1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"ATG17","3510_Z2__g002027--FGSG_06510..FSPOR_3285","other","N/A",492819,494439,-1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"LYP1_2","3510_Z2__g002025--FGSG_06508..FSPOR_3287","biosynthetic-additional","N/A",485387,486934,-1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"PNS1","3510_Z2__g002026--FGSG_06509..FSPOR_3286","other","N/A",490644,492292,1
"NRRL3510","3510_Z2_len4194245.region002","3510_Z2_len4194245",2,"rio1","3510_Z2__g002019--FGSG_06502..FSPOR_3293","other","N/A",462000,463727,1
"NRRL3510","3510_Z2_len4194245.region003","3510_Z2_len4194245",3,"3510_Z2__g002143--FGSG_12950..FSPOR_631","3510_Z2__g002143--FGSG_12950..FSPOR_631","other","N/A",833808,834893,-1
"NRRL3510","3510_Z2_len4194245.region003","3510_Z2_len4194245",3,"3510_Z2__g002146--FGSG_06629..FSPOR_634","3510_Z2__g002146--FGSG_06629..FSPOR_634","other","N/A",840828,841522,-1
"NRRL3510","3510_Z2_len4194245.region003","3510_Z2_len4194245",3,"3510_Z2__g002148--FGSG_06630..FSPOR_636","3510_Z2__g002148--FGSG_06630..FSPOR_636","other","N/A",846973,849471,1
"NRRL3510","3510_Z2_len4194245.region003","3510_Z2_len4194245",3,"3510_Z2__g002150--FGSG_06631..FSPOR_637","3510_Z2__g002150--FGSG_06631..FSPOR_637","biosynthetic","betalactone",850126,855937,-1
"NRRL3510","3510_Z2_len4194245.region003","3510_Z2_len4194245",3,"3510_Z2__g002151--FGSG_06632..FSPOR_638","3510_Z2__g002151--FGSG_06632..FSPOR_638","other","N/A",857859,860153,1
"NRRL3510","3510_Z2_len4194245.region003","3510_Z2_len4194245",3,"3510_Z2__g002153--FGSG_06634..FSPOR_640","3510_Z2__g002153--FGSG_06634..FSPOR_640","other","N/A",864384,865247,-1
